ID,Style,Category,Artist,Title,TitleOnly: anticipation,TitleOnly: happiness,TitleOnly: fear,TitleOnly: sadness,TitleOnly: surprise,TitleOnly: trust,dist,label
57727f44edc2cb3880ed7f90,Modern Art,Abstract Expressionism,Jean-Paul Riopelle,Pavane,0.4,0.2,0.0,0.0,0.1,0.3,[[0.4 0.2 0.0 0.0 0.1 0.3]],0
5772849aedc2cb3880fe6c81,Modern Art,Color Field Painting,Walter Darby Bannard,Aberddeen I,0.4,0.1,0.1,0.1,0.2,0.1,[[0.4 0.1 0.1 0.1 0.2 0.1]],0
57727e25edc2cb3880e9d213,Post Renaissance Art,Neoclassicism,Fyodor Alekseyev,View from the Kremlin&#39;s Spassky Gate,0.3333,0.4167,0.0,0.0,0.0833,0.1667,[[0.3333 0.4167 0.0 0.0 0.0833 0.1667]],1
577284faedc2cb3880ffa942,Modern Art,Art Informel,Modest Cuixart,Untitled,0.5005,0.0999,0.0999,0.0,0.1998,0.0999,[[0.5005 0.0999 0.0999 0.0 0.1998 0.0999]],0
57726e38edc2cb3880b62a41,Post Renaissance Art,Baroque,Caravaggio,Medusa,0.1877,0.0626,0.5621,0.0626,0.1251,0.0,[[0.1877 0.0626 0.5621 0.0626 0.1251 0.0]],2
5772845cedc2cb3880fdba4f,Modern Art,Lyrical Abstraction,Rene Duvillier,Vent,0.4,0.0,0.2,0.0,0.4,0.0,[[0.4 0.0 0.2 0.0 0.4 0.0]],0
57727564edc2cb3880ce1644,Post Renaissance Art,Realism,Vasily Perov,Hunters at rest,0.0,0.6663,0.0,0.0,0.1112,0.2225,[[0.0 0.6663 0.0 0.0 0.1112 0.2225]],1
5772873bedc2cb388006bc6d,Contemporary Art,Minimalism,Robert Huot,Two Blue Suits,0.4,0.4,0.0,0.2,0.0,0.0,[[0.4 0.4 0.0 0.2 0.0 0.0]],0
57727692edc2cb3880d1ed75,Modern Art,Cubism,Aristarkh Lentulov,Self-portrait,0.2706,0.1255,0.0,0.0,0.0837,0.5202,[[0.2706 0.1255 0.0 0.0 0.0837 0.5202]],5
57726f76edc2cb3880baa425,Renaissance Art,Northern Renaissance,Hieronymus Bosch,The Stone Operation / The Extraction of the Stone Madness / The Cure of Folly,0.3333,0.0831,0.4174,0.0831,0.0,0.0831,[[0.3333 0.0831 0.4174 0.0831 0.0 0.0831]],2
5772881aedc2cb3880095479,Modern Art,Art Informel,Francis Bott,Composition,0.2857,0.2857,0.0,0.0,0.4286,0.0,[[0.2857 0.2857 0.0 0.0 0.4286 0.0]],4
57727903edc2cb3880d9e116,Post Renaissance Art,Realism,Grigoriy Myasoyedov,Escape of Grigory Otrepyev from inn on the Lithuanian border,0.2222,0.2222,0.3333,0.1111,0.0,0.1111,[[0.2222 0.2222 0.3333 0.1111 0.0 0.1111]],2
577284f5edc2cb3880ffa16a,Modern Art,Neo-Expressionism,Julian Schnabel,St. Francis in Ecstasy,0.1334,0.5997,0.0,0.0,0.0667,0.2002,[[0.1334 0.5997 0.0 0.0 0.0667 0.2002]],1
57727db0edc2cb3880e877dd,Post Renaissance Art,Baroque,Adriaen van Ostade,Inn Scene,0.4444,0.4444,0.0,0.0,0.1111,0.0,[[0.4444 0.4444 0.0 0.0 0.1111 0.0]],0
57727a9aedc2cb3880df184d,Post Renaissance Art,Baroque,Adriaen Brouwer,Fumatore,0.6667,0.0,0.1667,0.1667,0.0,0.0,[[0.6667 0.0 0.1667 0.1667 0.0 0.0]],0
57728400edc2cb3880fc8383,Modern Art,Impressionism,Marie Bracquemond,On the Terrace at S&#232;vres,0.2,0.3,0.0,0.0,0.2,0.3,[[0.2 0.3 0.0 0.0 0.2 0.3]],1
5772853fedc2cb3880006a44,Modern Art,Pop Art,Alex Hay,"Egg on Plate with Knife, Fork, and Spoon",0.385,0.2308,0.0766,0.0766,0.1542,0.0766,[[0.385 0.2308 0.0766 0.0766 0.1542 0.0766]],0
577274e8edc2cb3880cce6cf,Modern Art,Surrealism,Joan Miro,Dancer,0.0,0.7143,0.0,0.0,0.0,0.2857,[[0.0 0.7143 0.0 0.0 0.0 0.2857]],1
57726f4eedc2cb3880ba09ad,Post Renaissance Art,Romanticism,Francisco Goya,Portrait of Maria Teresa de Vallabriga on horseback,0.1111,0.2222,0.0,0.0,0.0,0.6667,[[0.1111 0.2222 0.0 0.0 0.0 0.6667]],5
57728337edc2cb3880fa1a57,Renaissance Art,High Renaissance,Giovanni Antonio Boltraffio,Madonna Litta,0.0,0.625,0.0,0.0,0.0,0.375,[[0.0 0.625 0.0 0.0 0.0 0.375]],1
57727fdbedc2cb3880ef4f5c,Modern Art,Pop Art,Eduardo Paolozzi,I Was a Rich Man&#39;s Plaything,0.2462,0.1893,0.101,0.2462,0.1161,0.101,[[0.2462 0.1893 0.101 0.2462 0.1161 0.101]],0
5772839bedc2cb3880fb3e31,Modern Art,Abstract Expressionism,Kazuo Nakamura,Inner Structure,0.4545,0.2727,0.0909,0.0,0.0909,0.0909,[[0.4545 0.2727 0.0909 0.0 0.0909 0.0909]],0
57727f6eedc2cb3880ee0168,Modern Art,Abstract Art,Li Yuan-chia,Untitled,0.5714,0.0,0.1429,0.0,0.2857,0.0,[[0.5714 0.0 0.1429 0.0 0.2857 0.0]],0
57727634edc2cb3880d0b127,Modern Art,Abstract Expressionism,Willem de Kooning,Asheville,0.4545,0.1818,0.0909,0.0909,0.1818,0.0,[[0.4545 0.1818 0.0909 0.0909 0.1818 0.0]],0
577284ffedc2cb3880ffb21c,Modern Art,Art Informel,Ernst Wilhelm Nay,Farbspiele,0.5,0.25,0.0,0.0,0.125,0.125,[[0.5 0.25 0.0 0.0 0.125 0.125]],0
57727c73edc2cb3880e49fee,Post Renaissance Art,Rococo,Jean-Baptiste-Simeon Chardin,"The Ray or, The Kitchen Interior",1.0,0.0,0.0,0.0,0.0,0.0,[[1.0 0.0 0.0 0.0 0.0 0.0]],0
5772823dedc2cb3880f6e971,Modern Art,Neo-Expressionism,Derek Boshier,Shy Cowboy,0.3333,0.0,0.0,0.3333,0.0,0.3333,[[0.3333 0.0 0.0 0.3333 0.0 0.3333]],0
577281bfedc2cb3880f58afa,Modern Art,Pop Art,Jim Dine,Drag - Johnson and Mao,0.2857,0.2857,0.0,0.1429,0.1429,0.1429,[[0.2857 0.2857 0.0 0.1429 0.1429 0.1429]],0
5772820bedc2cb3880f648b2,Modern Art,Pop Art,Peter Blake,Self-Portrait with Badges,0.2664,0.1336,0.0,0.0,0.0664,0.5336,[[0.2664 0.1336 0.0 0.0 0.0664 0.5336]],5
5864c292edc2c98d6c50bd1e,Modern Art,Surrealism,Pablo Picasso,Guernica,0.4286,0.0,0.2857,0.0,0.1429,0.1429,[[0.4286 0.0 0.2857 0.0 0.1429 0.1429]],0
57728966edc2cb38800dbb58,Modern Art,Cubism,Vilhelm Lundstrom,Two Sisters,0.1111,0.3333,0.0,0.0,0.1111,0.4444,[[0.1111 0.3333 0.0 0.0 0.1111 0.4444]],5
57727403edc2cb3880ca6624,Modern Art,Expressionism,Pablo Picasso,Girl on the ball,0.1619,0.6086,0.0133,0.0133,0.0676,0.1353,[[0.1619 0.6086 0.0133 0.0133 0.0676 0.1353]],1
57727016edc2cb3880bcebd8,Post Renaissance Art,Baroque,Francisco de Zurbaran,The Immaculate Conception,0.2002,0.2998,0.0,0.0,0.2002,0.2998,[[0.2002 0.2998 0.0 0.0 0.2002 0.2998]],1
57728668edc2cb38800428c4,Modern Art,Surrealism,Angel Planells,Crimen Perfecto,0.1818,0.1818,0.1818,0.1818,0.0909,0.1818,[[0.1818 0.1818 0.1818 0.1818 0.0909 0.1818]],0
577281a5edc2cb3880f50ebb,Modern Art,Art Informel,Horia Damian,Golden Constellation,0.1429,0.2143,0.0714,0.0,0.2857,0.2857,[[0.1429 0.2143 0.0714 0.0 0.2857 0.2857]],4
57728136edc2cb3880f3bc95,Modern Art,Magic Realism,Peter Doig,White Canoe,0.1667,0.5,0.0559,0.0,0.1667,0.1108,[[0.1667 0.5 0.0559 0.0 0.1667 0.1108]],1
5772843bedc2cb3880fd337d,Contemporary Art,Minimalism,Richard Serra,To Lift,0.5,0.0833,0.0833,0.1667,0.0833,0.0833,[[0.5 0.0833 0.0833 0.1667 0.0833 0.0833]],0
57727a0fedc2cb3880dd3a49,Post Renaissance Art,Realism,Vladimir Makovsky,A girl with geese,0.2668,0.2668,0.1334,0.0662,0.1334,0.1334,[[0.2668 0.2668 0.1334 0.0662 0.1334 0.1334]],0
577287ccedc2cb3880082b03,Modern Art,Neo-Expressionism,Theophilus Brown,Untitled (Nude with trellis and landscape),0.3901,0.3558,0.0,0.0851,0.0673,0.1017,[[0.3901 0.3558 0.0 0.0851 0.0673 0.1017]],0
577286a1edc2cb388004d66b,Modern Art,Magic Realism,Antonio Donghi,Donna al caff&#232;,0.1665,0.4171,0.0,0.0833,0.1665,0.1665,[[0.1665 0.4171 0.0 0.0833 0.1665 0.1665]],1
57727301edc2cb3880c73de3,Post Renaissance Art,Baroque,Peter Paul Rubens,The Judgment of Paris,0.25,0.25,0.25,0.0833,0.1667,0.0,[[0.25 0.25 0.25 0.0833 0.1667 0.0]],0
577275e6edc2cb3880cf8b29,Post Renaissance Art,Neoclassicism,William-Adolphe Bouguereau,Dante and Virgil,0.1,0.1,0.3,0.2,0.1,0.2,[[0.1 0.1 0.3 0.2 0.1 0.2]],2
57727334edc2cb3880c7ea9a,Modern Art,Impressionism,Pierre-Auguste Renoir,The Luncheon of the Boating Party,0.1336,0.6664,0.0,0.0,0.0664,0.1336,[[0.1336 0.6664 0.0 0.0 0.0664 0.1336]],1
57728446edc2cb3880fd476d,Modern Art,Neo-Expressionism,Donald Sultan,"Six Red Flowers, October 28, 1999",0.1,0.6,0.0,0.0,0.1,0.2,[[0.1 0.6 0.0 0.0 0.1 0.2]],1
57728ac8edc2cb3880123f3e,Modern Art,Neo-Expressionism,Jorg Immendorff,Society of Deficiency,0.75,0.0,0.0,0.25,0.0,0.0,[[0.75 0.0 0.0 0.25 0.0 0.0]],0
577276eaedc2cb3880d31b33,Modern Art,Impressionism,Alfred Sisley,Under the bridge at Hampton Court,0.4,0.2,0.1,0.0,0.2,0.1,[[0.4 0.2 0.1 0.0 0.2 0.1]],0
57728295edc2cb3880f81cf9,Post Renaissance Art,Rococo,Jean-Baptiste Oudry,A Hare and a Leg of Lamb,0.125,0.125,0.5,0.125,0.125,0.0,[[0.125 0.125 0.5 0.125 0.125 0.0]],2
577280d9edc2cb3880f28410,Modern Art,Post-Impressionism,Tom Thomson,"Round Lake, Mud Bay",0.3846,0.3846,0.0769,0.0,0.0769,0.0769,[[0.3846 0.3846 0.0769 0.0 0.0769 0.0769]],0
5772853eedc2cb38800069d2,Modern Art,Pop Art,Joe Goode,Untitled,0.5937,0.0312,0.0625,0.0312,0.2187,0.0625,[[0.5937 0.0312 0.0625 0.0312 0.2187 0.0625]],0
57728223edc2cb3880f6bf67,Post Renaissance Art,Neoclassicism,Christoffer Wilhelm Eckersberg,Sitting Young Man,0.3,0.1,0.1,0.1,0.0,0.4,[[0.3 0.1 0.1 0.1 0.0 0.4]],5
57727637edc2cb3880d0b5e0,Modern Art,Abstract Expressionism,Willem de Kooning,"Woman V, 1952-53 (oil &amp; charcoal on canvas)",0.1111,0.4444,0.0,0.0,0.0,0.4444,[[0.1111 0.4444 0.0 0.0 0.0 0.4444]],1
577287adedc2cb388007f8e5,Modern Art,Pop Art,Samuel Buri,Parasol,0.25,0.25,0.0,0.0,0.5,0.0,[[0.25 0.25 0.0 0.0 0.5 0.0]],4
577281a7edc2cb3880f5133e,Modern Art,Magic Realism,Christian Schad,Dr. Haustein,0.5,0.0,0.0,0.0,0.0,0.5,[[0.5 0.0 0.0 0.0 0.0 0.5]],0
57727ffdedc2cb3880efd8a9,Modern Art,Expressionism,Tivadar Kosztka Csontvary,Coaching in Athens at New Moon,0.3333,0.3333,0.0,0.0833,0.0833,0.1667,[[0.3333 0.3333 0.0 0.0833 0.0833 0.1667]],0
57727022edc2cb3880bcfca8,Post Renaissance Art,Realism,Theodore Rousseau,The&#160;Little&#160;Fisherman,0.375,0.25,0.0,0.0,0.125,0.25,[[0.375 0.25 0.0 0.0 0.125 0.25]],0
577287e5edc2cb388008aa07,Modern Art,Cubism,Heinrich Campendonk,Bucolic Landscape,0.2504,0.2504,0.0,0.0,0.3748,0.1244,[[0.2504 0.2504 0.0 0.0 0.3748 0.1244]],4
577279cfedc2cb3880dc828f,Modern Art,Cubism,Franz Marc,Deer in the Forest II,0.1431,0.8569,0.0,0.0,0.0,0.0,[[0.1431 0.8569 0.0 0.0 0.0 0.0]],1
57726e35edc2cb3880b625b6,Renaissance Art,Early Renaissance,Antonello da Messina,Virgin of the Annunciation,0.0739,0.3087,0.0298,0.0441,0.0584,0.4851,[[0.0739 0.3087 0.0298 0.0441 0.0584 0.4851]],5
57727e48edc2cb3880ea5dfe,Post Renaissance Art,Neoclassicism,Mikhail Shibanov,Catherine the Great,0.0763,0.1077,0.0,0.0157,0.0617,0.7385,[[0.0763 0.1077 0.0 0.0157 0.0617 0.7385]],5
577288a5edc2cb38800b2ef2,Modern Art,Impressionism,Tom Roberts,Shearing the Rams,0.0,0.5,0.0,0.0,0.1667,0.3333,[[0.0 0.5 0.0 0.0 0.1667 0.3333]],1
577276e9edc2cb3880d31a1d,Modern Art,Impressionism,Alfred Sisley,Molesey Weir at Hampton Court Morning,0.333,0.333,0.0,0.0,0.167,0.167,[[0.333 0.333 0.0 0.0 0.167 0.167]],0
57727fa4edc2cb3880eead26,Contemporary Art,Minimalism,Robert Ryman,Untitled #36,0.5,0.0,0.125,0.0,0.25,0.125,[[0.5 0.0 0.125 0.0 0.25 0.125]],0
57728602edc2cb388002e458,Post Renaissance Art,Realism,Albert Anker,Kinderbegr&#228;bnis,0.4446,0.0,0.0,0.4446,0.1108,0.0,[[0.4446 0.0 0.0 0.4446 0.1108 0.0]],0
57726ebfedc2cb3880b81217,Modern Art,Post-Impressionism,Paul Gauguin,Nevermore,0.2857,0.0,0.2857,0.4286,0.0,0.0,[[0.2857 0.0 0.2857 0.4286 0.0 0.0]],3
577278dbedc2cb3880d949be,Modern Art,Expressionism,August Macke,Vegetable fields,0.136,0.5933,0.0168,0.0168,0.0842,0.1528,[[0.136 0.5933 0.0168 0.0168 0.0842 0.1528]],1
577288e2edc2cb38800be4a0,Modern Art,Post-Impressionism,Arthur Beecher Carles,Frances Metzger West,0.4286,0.1429,0.0,0.0,0.1429,0.2857,[[0.4286 0.1429 0.0 0.0 0.1429 0.2857]],0
577287cdedc2cb3880082d89,Modern Art,Neo-Expressionism,James Weeks,Two Musicians,0.1449,0.4084,0.0,0.0131,0.0654,0.3682,[[0.1449 0.4084 0.0 0.0131 0.0654 0.3682]],1
57727ca2edc2cb3880e53ccb,Modern Art,Post-Impressionism,Maurice Denis,The Offertory at Calvary,0.0,0.2,0.1,0.5,0.0,0.2,[[0.0 0.2 0.1 0.5 0.0 0.2]],3
577286a6edc2cb388004def4,Contemporary Art,Minimalism,Lynda Benglis,Contraband,0.2857,0.0,0.4286,0.1429,0.1429,0.0,[[0.2857 0.0 0.4286 0.1429 0.1429 0.0]],2
57728704edc2cb38800610e9,Modern Art,Lyrical Abstraction,Kazuo Shiraga,Untitled,0.375,0.25,0.125,0.0,0.125,0.125,[[0.375 0.25 0.125 0.0 0.125 0.125]],0
577284a7edc2cb3880fe81c7,Modern Art,Abstract Art,Serge Charchoune,Grossissement,0.2222,0.3333,0.1111,0.0,0.1111,0.2222,[[0.2222 0.3333 0.1111 0.0 0.1111 0.2222]],1
57728a7fedc2cb3880112241,Post Renaissance Art,Romanticism,Thomas Lawrence,"HRH George, Prince of Wales, KG",0.0,0.0,0.0,0.0,0.1,0.9,[[0.0 0.0 0.0 0.0 0.1 0.9]],5
5954fa32edc2c93644c38f1b,Post Renaissance Art,Neoclassicism,Joseph Anton Koch,Noah&#39;s Offers up Thanks,0.4444,0.5556,0.0,0.0,0.0,0.0,[[0.4444 0.5556 0.0 0.0 0.0 0.0]],1
57727c76edc2cb3880e4a484,Post Renaissance Art,Rococo,Carl-Ludwig Johann Christineck,Portrait of Alexey Bobrinsky as a Child,0.1111,0.4444,0.0,0.0,0.0,0.4444,[[0.1111 0.4444 0.0 0.0 0.0 0.4444]],1
57727d1dedc2cb3880e6a02e,Renaissance Art,Northern Renaissance,Jan Provoost,Virgin Giving Breast,0.75,0.25,0.0,0.0,0.0,0.0,[[0.75 0.25 0.0 0.0 0.0 0.0]],0
5772845cedc2cb3880fdbb41,Modern Art,Art Informel,Jean Miotte,Texas,0.1667,0.3333,0.0833,0.0833,0.3333,0.0,[[0.1667 0.3333 0.0833 0.0833 0.3333 0.0]],1
57728143edc2cb3880f3d1c1,Post Renaissance Art,Neoclassicism,John William Godward,The Muse Erato at her Lyre,0.0833,0.4167,0.0833,0.0,0.0,0.4167,[[0.0833 0.4167 0.0833 0.0 0.0 0.4167]],1
577280f7edc2cb3880f306a9,Modern Art,Expressionism,Laszlo Mednyanszky,Fires in the Forest,0.0,0.0769,0.3846,0.5385,0.0,0.0,[[0.0 0.0769 0.3846 0.5385 0.0 0.0]],3
577286c5edc2cb388005609d,Modern Art,Art Informel,Richard Mortensen,Ajaccio I,0.625,0.125,0.0,0.0,0.125,0.125,[[0.625 0.125 0.0 0.0 0.125 0.125]],0
57727fededc2cb3880ef6ba7,Contemporary Art,Minimalism,John McLaughlin,Untitled,0.75,0.0,0.0,0.0,0.25,0.0,[[0.75 0.0 0.0 0.0 0.25 0.0]],0
57727f54edc2cb3880ed9092,Modern Art,Cubism,Johannes Itten,Der Bachs&#228;nger (Helge Lindberg),0.375,0.125,0.125,0.0625,0.25,0.0625,[[0.375 0.125 0.125 0.0625 0.25 0.0625]],0
577278bbedc2cb3880d8c504,Renaissance Art,Early Renaissance,Domenico Ghirlandaio,Portrait of a Girl,0.1111,0.6667,0.0,0.0,0.1111,0.1111,[[0.1111 0.6667 0.0 0.0 0.1111 0.1111]],1
57727f50edc2cb3880ed8d9c,Modern Art,Post-Impressionism,Georges Lemmen,La modiste,0.0,0.5,0.0,0.25,0.0,0.25,[[0.0 0.5 0.0 0.25 0.0 0.25]],1
57726e7eedc2cb3880b74afa,Post Renaissance Art,Rococo,Francois Boucher,Portrait of Marie-Louis O’Murphy (Nude on a Sofa),0.0,0.5714,0.0,0.0,0.1429,0.2857,[[0.0 0.5714 0.0 0.0 0.1429 0.2857]],1
57727d0aedc2cb3880e683bb,Modern Art,Impressionism,Giuseppe de Nittis,A Winter&#39;s Landscape,0.091,0.636,0.0,0.182,0.0,0.091,[[0.091 0.636 0.0 0.182 0.0 0.091]],1
5772816eedc2cb3880f46427,Modern Art,Lyrical Abstraction,Roger Bissi&#232;re,Vend&#233;miaire,0.5,0.1,0.1,0.0,0.2,0.1,[[0.5 0.1 0.1 0.0 0.2 0.1]],0
57728709edc2cb3880061955,Post Renaissance Art,Realism,Rosa Bonheur,Arab and a Dead Horse,0.0,0.0,0.3077,0.6923,0.0,0.0,[[0.0 0.0 0.3077 0.6923 0.0 0.0]],3
577280e3edc2cb3880f29328,Modern Art,Expressionism,Akseli Gallen-Kallela,Lemmink&#228;inen&#39;s Mother,0.3846,0.2308,0.0,0.0769,0.1538,0.1538,[[0.3846 0.2308 0.0 0.0769 0.1538 0.1538]],0
577280fcedc2cb3880f30f41,Modern Art,Magic Realism,Giorgio Morandi,Still Life,0.1426,0.1426,0.2869,0.1426,0.1426,0.1426,[[0.1426 0.1426 0.2869 0.1426 0.1426 0.1426]],2
5772809bedc2cb3880f1cd20,Modern Art,Abstract Art,Alexander Calder,Devil Fish,0.1112,0.0,0.6663,0.2225,0.0,0.0,[[0.1112 0.0 0.6663 0.2225 0.0 0.0]],2
577281a9edc2cb3880f513be,Modern Art,Magic Realism,Christian Schad,Marcella,0.2222,0.5556,0.0,0.0,0.1111,0.1111,[[0.2222 0.5556 0.0 0.0 0.1111 0.1111]],1
57727fbcedc2cb3880eed207,Modern Art,Neo-Expressionism,Nyoman Masriadi,Soccer,0.143,0.3574,0.0,0.0,0.0715,0.4281,[[0.143 0.3574 0.0 0.0 0.0715 0.4281]],5
5772836fedc2cb3880faa6ee,Modern Art,Magic Realism,Giorgio Morandi,Still Life,0.0,0.4286,0.1429,0.2857,0.1429,0.0,[[0.0 0.4286 0.1429 0.2857 0.1429 0.0]],1
5772727bedc2cb3880c556b8,Modern Art,Impressionism,Edgar Degas,The Ballet Class,0.1253,0.3128,0.0623,0.0623,0.0,0.4374,[[0.1253 0.3128 0.0623 0.0623 0.0 0.4374]],5
57726ecfedc2cb3880b8890f,Modern Art,Post-Impressionism,Paul Gauguin,What&#39;s New?,0.4281,0.2145,0.0,0.0,0.2859,0.0715,[[0.4281 0.2145 0.0 0.0 0.2859 0.0715]],0
5772809aedc2cb3880f1cb27,Modern Art,Art Informel,Antoni Tapies,Grey and Green Painting,0.1429,0.2857,0.0,0.4286,0.1429,0.0,[[0.1429 0.2857 0.0 0.4286 0.1429 0.0]],3
57728347edc2cb3880fa8716,Modern Art,Lyrical Abstraction,Christo Coetzee,The vortex,0.1429,0.1429,0.4286,0.1429,0.1429,0.0,[[0.1429 0.1429 0.4286 0.1429 0.1429 0.0]],2
57727e10edc2cb3880e9b01b,Modern Art,Magic Realism,Eyvind Earle,Even Tide,0.1429,0.0,0.1429,0.2857,0.4286,0.0,[[0.1429 0.0 0.1429 0.2857 0.4286 0.0]],4
57728290edc2cb3880f81549,Modern Art,Color Field Painting,Antonio Palolo,Lisbon,0.2857,0.1429,0.1429,0.0,0.0,0.4286,[[0.2857 0.1429 0.1429 0.0 0.0 0.4286]],5
5772866fedc2cb388004339f,Modern Art,Art Informel,Bice Lazzari,Rhythm,0.1111,0.5556,0.0,0.0,0.2222,0.1111,[[0.1111 0.5556 0.0 0.0 0.2222 0.1111]],1
577284ceedc2cb3880ff1041,Modern Art,Abstract Art,Michel Seuphor,Le Carillon des Flandres,0.6254,0.1249,0.0,0.0,0.1249,0.1249,[[0.6254 0.1249 0.0 0.0 0.1249 0.1249]],0
57727f6bedc2cb3880edffeb,Modern Art,Surrealism,Raoul Ubac,Penth&#233;sil&#233;e,0.6,0.0,0.1,0.0,0.2,0.1,[[0.6 0.0 0.1 0.0 0.2 0.1]],0
57727f04edc2cb3880eccefa,Modern Art,Color Field Painting,Gene Davis,Red Devil,0.2,0.0,0.3,0.2,0.2,0.1,[[0.2 0.0 0.3 0.2 0.2 0.1]],2
57726e7cedc2cb3880b7470a,Renaissance Art,Early Renaissance,Sandro Botticelli,The Mystical Nativity,0.3636,0.3636,0.0909,0.0,0.0909,0.0909,[[0.3636 0.3636 0.0909 0.0 0.0909 0.0909]],0
57726e21edc2cb3880b60386,Modern Art,Expressionism,Edvard Munch,Kiss,0.1001,0.5996,0.0,0.1001,0.1001,0.1001,[[0.1001 0.5996 0.0 0.1001 0.1001 0.1001]],1
57727c20edc2cb3880e38156,Post Renaissance Art,Rococo,Joshua Reynolds,Garrick Between Tragedy and Comedy,0.2503,0.5005,0.0,0.0831,0.0831,0.0831,[[0.2503 0.5005 0.0 0.0831 0.0831 0.0831]],1
57728284edc2cb3880f800e0,Modern Art,Surrealism,Antonio Dacosta,Cena Aberta,0.3636,0.2727,0.0909,0.0909,0.1818,0.0,[[0.3636 0.2727 0.0909 0.0909 0.1818 0.0]],0
57727f42edc2cb3880ed7bbf,Modern Art,Abstract Expressionism,Lee Krasner,Noon,0.375,0.5,0.0,0.0,0.0,0.125,[[0.375 0.5 0.0 0.0 0.0 0.125]],1
57727cfaedc2cb3880e61524,Post Renaissance Art,Baroque,Cornelis de Vos,Self-portrait of the Artist with his Wife Suzanne Cock and their Children,0.2,0.2,0.0,0.0,0.1,0.5,[[0.2 0.2 0.0 0.0 0.1 0.5]],5
57728789edc2cb3880076cb1,Post Renaissance Art,Rococo,Anne Vallayer-Coster,Portrait of Marie Antoinette,0.1667,0.1667,0.0,0.0,0.0,0.6667,[[0.1667 0.1667 0.0 0.0 0.0 0.6667]],5
57728143edc2cb3880f3d241,Post Renaissance Art,Neoclassicism,John William Godward,Nerissa,0.2857,0.2857,0.1429,0.0,0.0,0.2857,[[0.2857 0.2857 0.1429 0.0 0.0 0.2857]],0
57727fbcedc2cb3880eed167,Modern Art,Neo-Expressionism,Nyoman Masriadi,Fast Food,0.2962,0.375,0.0312,0.0625,0.1562,0.0788,[[0.2962 0.375 0.0312 0.0625 0.1562 0.0788]],1
577286a1edc2cb388004d71d,Contemporary Art,Minimalism,Sheila Hicks,Grand Prayer Rug,0.3333,0.1111,0.0,0.0,0.3333,0.2222,[[0.3333 0.1111 0.0 0.0 0.3333 0.2222]],0
5772869dedc2cb388004d026,Post Renaissance Art,Neoclassicism,Alexandre Jacovleff,"The Kuli-Kuta Dance, Niamey",0.2352,0.5883,0.0,0.0,0.1179,0.0586,[[0.2352 0.5883 0.0 0.0 0.1179 0.0586]],1
58d021c4edc2c99318e4f52c,Post Renaissance Art,Neoclassicism,Claude-Joseph Vernet,La nuit,0.3998,0.2005,0.0,0.0,0.3998,0.0,[[0.3998 0.2005 0.0 0.0 0.3998 0.0]],0
57727fdbedc2cb3880ef4f7e,Modern Art,Pop Art,Eduardo Paolozzi,Dr. Pepper,0.7,0.1,0.0,0.0,0.0,0.2,[[0.7 0.1 0.0 0.0 0.0 0.2]],0
577270d5edc2cb3880bf864f,Modern Art,Cubism,Marc Chagall,The Fiddler,0.1667,0.3333,0.0833,0.0,0.1667,0.25,[[0.1667 0.3333 0.0833 0.0 0.1667 0.25]],1
577282b3edc2cb3880f89dd9,Modern Art,Color Field Painting,Louis Cane,Toile d&#233;coup&#233;e,0.6,0.1,0.0,0.0,0.3,0.0,[[0.6 0.1 0.0 0.0 0.3 0.0]],0
57727f4dedc2cb3880ed8bb5,Modern Art,Color Field Painting,Agnes Martin,Untitled,0.5,0.1,0.1,0.0,0.3,0.0,[[0.5 0.1 0.1 0.0 0.3 0.0]],0
577276e4edc2cb3880d31345,Post Renaissance Art,Realism,Vasily Vereshchagin,The Apotheosis of War,0.0769,0.0,0.4615,0.3846,0.0,0.0769,[[0.0769 0.0 0.4615 0.3846 0.0 0.0769]],2
57728955edc2cb38800d4b93,Modern Art,Impressionism,Lesser Ury,Leipziger Stra&#223;e,0.6663,0.1669,0.0,0.0,0.0,0.1669,[[0.6663 0.1669 0.0 0.0 0.0 0.1669]],0
57726e39edc2cb3880b62ba7,Post Renaissance Art,Baroque,Caravaggio,The Lute Player,0.3573,0.1431,0.0711,0.0711,0.1431,0.2142,[[0.3573 0.1431 0.0711 0.0711 0.1431 0.2142]],0
57728268edc2cb3880f77f7d,Modern Art,Expressionism,Leon Spilliaert,Young Man with Red Scarf,0.2727,0.3636,0.0,0.0,0.0909,0.2727,[[0.2727 0.3636 0.0 0.0 0.0909 0.2727]],1
5772823dedc2cb3880f6eaa3,Modern Art,Pop Art,Pauline Boty,With Love to Jean-Paul Belmondo,0.1667,0.5,0.0,0.0,0.0,0.3333,[[0.1667 0.5 0.0 0.0 0.0 0.3333]],1
5772849eedc2cb3880fe722b,Modern Art,Color Field Painting,Ron Gorchov,Lure II,0.4995,0.0,0.0,0.0,0.2502,0.2502,[[0.4995 0.0 0.0 0.0 0.2502 0.2502]],0
57727274edc2cb3880c54ea5,Modern Art,Impressionism,Edgar Degas,Place de la Concorde,0.1429,0.4286,0.0,0.0,0.2857,0.1429,[[0.1429 0.4286 0.0 0.0 0.2857 0.1429]],1
57727af4edc2cb3880e046e3,Post Renaissance Art,Romanticism,Richard Parkes Bonington,Rouen,0.6,0.2,0.0,0.2,0.0,0.0,[[0.6 0.2 0.0 0.2 0.0 0.0]],0
